"...1","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38","...39","...40","...41","...42","...43"
"","","Population","Population","Population","Population","Répartition par âge en %","Répartition par âge en %","Répartition par âge en %","Mouvement de la population (en ‰)","Mouvement de la population (en ‰)","Mouvement de la population (en ‰)","Mouvement de la population (en ‰)","Ménage","Ménage","Surface","Surface","Surface","Surface","Surface","Surface","Surface","Economie 2)","Economie 2)","Economie 2)","Economie 2)","Economie 2)","Economie 2)","Economie 2)","Economie 2)","Constructions et logements","Constructions et logements","Protection sociale","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)"
"","","2017","2010-2017","2017","2017","2017","2017","2017","2017","2017","2017","2017","2017","2017","2004/09","2004/09","1979/85-2004/09","2004/09","1979/85-2004/09","2004/09","2004/09","2016p","2016p","2016p","2016p","2016p","2016p","2016p","2016p","2018","2016","2017","2015","2015","2015","2015","2015","2015","2015","2015","2015","2015"
"Code commune","Commune","Habitants","Variation en %","Densité de la population par km²","Etrangers en %","0-19 ans","20-64 ans","65 ans ou plus","Taux brut de nuptialité","Taux brut de divortialité","Taux brut de natalité","Taux brut de mortalité","Ménages privés","Taille moyenne des ménages en personnes","Surface totale en km²","Surfaces d'habitat et d'infrastructure en %","Variation en ha","Surface agricole en %","Variation en ha","Surface boisée en %","Surface improductive en %","Emplois total","Secteur primaire","Secteur secondaire","Secteur tertiaire","Etablissements total","Secteur primaire","Secteur secondaire","Secteur tertiaire","Taux de logements vacants","Nouveaux logements construits pour 1000 habitants","Taux d'aide sociale","PLR 3)","PDC","PS","UDC","PEV/PCS","PVL","PBD","PST/Sol.","PES","Petits partis de droite"
"1404","Kerns","6295","12.41071429","67.99524735","10.48451152","23.28832407","61.41382049","15.29785544","3.843382176","1.281127392","11.3700056","5.925214189","2505","2.453892216","92.59","3.174260419","90","45.23860937","-123","29.15137119","22.43575902","2521","415","817","1289","493","150","93","250","0.92740646","8.763227513","1.113981272","*","*","*","32.679738562099999","*","*","*","*","*","*"
"1405","Lungern","2122","2.019230769","45.66386916","11.59283695","20.73515551","57.4929312","21.77191329","2.822865208","0","9.409550694","8.468595625","908","2.296255507","46.49","3.609022556","45","40.42964554","-57","41.28893663","14.67239527","1112","141","634","337","175","52","37","86","1.588502269","6.069094304","1.0333489899999999","*","*","*","23.512476007699998","*","*","*","*","*","*"
"1406","Sachseln","5092","4.989690722","94.48877343","12.60801257","21.56323645","59.85860173","18.57816182","4.137115839","1.773049645","10.04728132","7.880220646","2087","2.415908002","53.86","3.67756315","65","44.26077266","-146","41.06612184","10.99554235","3153","207","1932","1014","383","80","54","249","0.041322314","4.145282274","0.869565217","*","*","*","30.014360938199999","*","*","*","*","*","*"
"1407","Sarnen","10236","2.657707351","139.9890591","15.30871434","18.66940211","61.00039078","20.33020711","5.178562705","1.074796033","9.673164297","8.109824613","4442","2.27239982","73.16","5.961170358","109","38.96636587","-164","50.73831009","4.334153678","8287","364","1990","5933","1274","144","143","987","0.27027027","3.421644345","1.006547445","*","*","*","34.353586112400002","*","*","*","*","*","*"
"1501","Beckenried","3654","10.19300362","150.6804124","12.58894362","20.16967707","61.93212917","17.89819376","4.154549231","1.107879795","9.970918155","8.309098463","1575","2.287619048","24.27","6.056860321","24","48.74330449","-23","37.33003708","7.869798105","1146","132","272","742","270","46","48","176","0.866904641","11.00451467","0.58873002500000005","*","*","*","83.8514025777","*","*","*","*","*","*"
"1502","Buochs","5409","1.711169613","543.0722892","15.27084489","18.98687373","63.08005177","17.93307451","7.038340433","1.481755881","11.66882756","6.482681978","2283","2.340779676","9.93","18.00804829","29","46.7806841","-25","33.50100604","1.710261569","1924","125","558","1241","384","44","80","260","1.041264944","3.681207436","1.2989422900000001","*","*","*","83.820564516100006","*","*","*","*","*","*"
"1503","Dallenwil","1814","1.284198772","117.2592114","7.993384785","21.66482911","62.67916207","15.65600882","2.742731761","2.194185409","6.582556226","5.485463522","750","2.401333333","15.52","4.648160103","17","53.90574564","-22","37.5726275","3.873466753","796","126","254","416","162","42","25","95","0.925925926","8.903728436","0.32751091700000001","*","*","*","88.709677419399995","*","*","*","*","*","*"
"1504","Emmetten","1401","12.43980738","56.21990369","17.98715203","15.48893647","65.38187009","19.12919343","7.181328546","2.872531418","12.92639138","7.181328546","683","2.03806735","25.04","2.761104442","14","36.49459784","-36","47.89915966","12.84513806","370","58","63","249","128","25","21","82","2.420051858","7.971014493","1.1560693639999999","*","*","*","83.905579399100006","*","*","*","*","*","*"
"1505","Ennetbürgen","4698","8.423724902","504.0772532","15.98552576","16.32609621","60.83439762","22.83950617","4.749055586","0.647598489","6.260118726","8.850512682","2161","2.148079593","9.4","15.97444089","35","49.30777423","-34","33.8658147","0.851970181","1557","97","389","1071","327","38","47","242","1.222081753","1.52173913","0.634990147","*","*","*","85.469641930500003","*","*","*","*","*","*"
"1506","Ennetmoos","2147","3.221153846","152.594172","9.594783419","21.23893805","63.5770843","15.18397764","5.170387779","1.410105758","12.22091657","5.170387779","885","2.407909605","14.09","6.666666667","17","47.94326241","-7","43.47517731","1.914893617","709","153","242","314","160","58","26","76","4.919678715","5.238095238","0.94876660300000004","*","*","*","84.353741496599994","*","*","*","*","*","*"
"1507","Hergiswil (NW)","5715","4.517190929","399.6503497","20.05249344","14.83814523","62.72965879","22.43219598","5.790997631","1.754847767","11.23102571","9.300693165","2676","2.1132287","14.25","10.54852321","25","28.8326301","-21","45.85091421","14.76793249","3072","58","487","2527","792","23","81","688","3.341208235","2.834366696","1.073565646","*","*","*","85.411651420300004","*","*","*","*","*","*"
"1508","Oberdorf (NW)","3133","2.352172493","193.3950617","7.500797957","21.51292691","59.68720077","18.79987233","5.424377792","1.595405233","7.019783025","6.700701978","1280","2.4171875","16.1","7.430340557","32","52.87925697","-29","37.46130031","2.229102167","1333","156","595","582","195","58","42","95","2.145922747","7.741935484","X","*","*","*","84.639016897100007","*","*","*","*","*","*"
"1509","Stans","8411","5.652556212","759.1155235","14.84960171","19.15348948","62.15669956","18.68981096","5.375059723","1.552795031","10.63067367","8.002866699","3531","2.303030303","11.08","20.88208821","69","40.0540054","-69","36.81368137","2.250225023","9850","86","3197","6567","1045","30","132","883","0.94004065","4.349401957","1.272050882","*","*","*","73.591549295799993","*","*","*","*","*","*"
"1510","Stansstad","4494","1.102362205","495.4796031","17.44548287","14.01869159","61.1481976","24.83311081","6.05584838","1.570034765","8.747336548","9.644499271","2169","2.047026279","9.1","15.42669584","20","32.60393873","-17","49.56236324","2.407002188","1841","58","458","1325","417","24","58","335","2.146618064","11.37397634","0.99479991000000001","*","*","*","83.829787233999994","*","*","*","*","*","*"
"1511","Wolfenschiessen","2093","4.389027431","22.57820928","9.698996656","24.27138079","59.14954611","16.5790731","5.202175455","1.891700166","9.458500828","6.148025538","816","2.529411765","92.64","1.357612326","40","39.62935029","-82","33.63861653","25.37442086","891","208","240","443","213","84","28","101","3.797468354","0","1.310861423","*","*","*","88.715486194500002","*","*","*","*","*","*"
"1630","Glarus Nord","18247","9.802623661","124.1376964","25.21510385","20.30470762","61.93894887","17.75634351","4.737769943","1.597620097","9.530630234","7.767739092","7869","2.280848901","147.07","5.959994557","132","37.19553681","-211","40.53612736","16.30834127","8588","450","3323","4815","1330","158","266","906","1.379236609","11.18165983","1.5727972530000001","*","*","38.437796771099997","*","*","*","57.454890788199997","*","*","*"
"1631","Glarus Süd","9581","-2.433808554","22.27984094","18.32794072","16.36572383","59.31531155","24.31896462","2.923366047","1.357277093","6.786385467","13.05074128","4400","2.133863636","430.15","1.601655121","117","28.80189688","-571","26.99335162","42.60309638","5056","468","2158","2430","806","176","154","476","1.643433602","5.27895663","1.7336814620000001","*","*","51.015873015899999","*","*","*","45.238095238100001","*","*","*"
"1632","Glarus","12521","2.884141331","120.7658179","26.80297101","19.87061736","61.06541011","19.06397253","4.633328008","1.198274485","11.18389519","8.947116153","5548","2.20998558","103.57","4.140127389","42","26.31731326","-60","34.33700058","35.20555877","8387","168","2471","5748","1191","58","196","937","1.873645091","2.068416866","2.2772672790000001","*","*","47.748031496099998","*","*","*","49.700787401600003","*","*","*"
"1701","Baar","24322","11.6353789","978.7525151","29.61105172","20.08469698","63.37061097","16.54469205","4.870900497","1.651152711","10.23714681","6.68716848","10532","2.283137106","24.77","22.19531881","114","52.38095238","-113","24.73769169","0.686037127","24090","241","4448","19401","3568","79","406","3083","0.202625319","10.35609694","1.8981308800000001","15.943110282099999","23.0589881091","15.975751923500001","32.604336675200003","*","3.3854045232000001","*","*","8.1510841688000006","*"
"1702","Cham","16571","11.90572663","934.6305697","25.52652224","20.70484582","64.32321526","14.97193893","5.611980358","1.524994663","10.67496264","5.672980145","6934","2.345255264","17.76","24.94369369","104","60.52927928","-101","12.5","2.027027027","10116","168","1993","7955","1850","61","221","1568","0.218998084","7.333584054","2.2816970890000001","15.758394991499999","26.4015367103","14.805065452499999","31.395845190700001","*","3.9200341491000001","*","*","6.6875355719999998","*"
"1703","Hünenberg","8824","2.831837781","479.3047257","17.13508613","22.72212149","60.43744334","16.84043518","5.892017449","1.812928446","8.271486035","3.512548864","3484","2.519517796","18.38","14.28571429","70","60.13036393","-77","16.67571972","8.908202064","6898","301","1279","5318","1197","57","157","983","0","1.582278481","1.1328877310000001","17.167381974200001","32.747779219500003","13.564227966900001","27.6474698074","*","3.5033436470999999","*","*","4.6411817546999998","*"
"1704","Menzingen","4499","2.226766644","163.5405307","18.4040898","19.58212936","60.81351411","19.60435652","4.238233326","1.115324559","10.03792104","7.807271916","1753","2.41699943","27.46","7.499089916","20","62.72297051","-17","28.24899891","1.528940663","1731","264","184","1283","376","95","48","233","0.050327126","4.054967335","1.970002239","18.8446438587","34.754159655999999","9.8149186763999996","28.285660871200001","*","1.6825574874","*","*","5.3467937931999998","*"
"1705","Neuheim","2245","15.78133058","283.1021438","23.47438753","22.44988864","62.71714922","14.83296214","5.376344086","1.792114695","5.82437276","2.688172043","885","2.528813559","7.93","13.97984887","7","66.62468514","-7","17.88413098","1.511335013","947","79","338","530","243","31","37","175","0.319829424","8.356545961","1.2167643079999999","19.552572706900001","28.724832214799999","10.6040268456","33.780760626400003","*","2.7293064877000002","*","*","4.2058165548000002","*"
"1706","Oberägeri","6059","11.15391671","201.6977364","26.8196072","21.83528635","61.16520878","16.99950487","4.14834481","1.161536547","7.301086866","6.305484112","2528","2.358386076","30.03","6.750914533","39","45.42733622","-29","45.89291653","1.928832724","1835","213","349","1273","519","78","64","377","0.56278579","8.080808081","1.701701702","16.5255617063","33.979159882799998","6.6265060241000002","35.6724194074","*","2.1328557472999998","*","*","4.4610875936000003","*"
"1707","Risch","10515","15.74023115","707.6043069","27.35140276","20.66571564","67.30385164","12.03043272","5.270723527","1.629132726","12.45807379","4.983229516","4304","2.418447955","14.83","28.77358491","176","54.44743935","-181","14.69002695","2.088948787","11107","123","4165","6819","1086","41","116","929","0.127904498","2.531152648","2.0956059869999999","17.7745503296","24.0866942241","9.4738018098999994","35.940118422499999","*","3.6867389119","*","*","7.7644955870999999","*"
"1708","Steinhausen","9875","8.623913761","1959.325397","24.35443038","20.46582278","62.70379747","16.83037975","5.099439062","0.917899031","9.586945436","7.241203468","4141","2.356677131","5.04","37.3015873","45","46.42857143","-48","15.47619048","0.793650794","8522","51","1906","6565","1026","20","141","865","0.576435324","6.916064131","1.8695428869999999","15.455155446199999","30.049205994200001","13.475732498299999","27.298143591999999","*","3.6009841199000001","*","*","8.8682621338000001","*"
"1709","Unterägeri","8689","7.697074864","339.1491023","25.13522845","21.37184946","59.84578202","18.78236851","4.865334492","1.274254272","9.267303794","6.371271358","3713","2.31133854","25.65","7.981220657","46","36.65884194","-27","53.63849765","1.72143975","3281","144","740","2397","673","52","97","524","1.446078431","1.980659443","1.317630597","20.512820512800001","27.865589509399999","9.6592904811999993","34.621238730800002","*","2.4001873317000002","*","*","4.2617960426000003","*"
"1710","Walchwil","3617","1.401738155","267.1344165","34.47608515","19.90599945","59.55211501","20.54188554","2.485158084","1.656772056","11.59740439","4.970316167","1534","2.329856584","13.5","9.386548411","25","42.27642276","-5","44.27198817","4.06504065","1098","124","272","702","329","45","32","252","4.006868918","2.232142857","0.88251516799999996","19.529540481400002","26.340262582099999","12.0623632385","36.734135667399997","*","2.5711159737","*","*","2.4890590810000002","*"
"1711","Zug","30205","14.73012497","1396.440129","34.28240358","18.43734481","63.59543122","17.96722397","5.299205119","1.699745038","10.43176857","7.798830176","13881","2.122829767","21.71","26.55889146","67","33.07159353","-59","37.87528868","2.494226328","40963","141","6632","34190","6842","40","332","6470","0.24986849","10.80120317","1.707824453","19.489635506199999","22.465543084899998","17.1608233101","25.4122034146","*","4.8148283552000004","*","*","9.5126677146999992","*"
"2008","Châtillon (FR)","462","32","355.3846154","5.627705628","24.24242424","58.65800866","17.0995671","2.17155266","2.17155266","13.02931596","15.20086862","185","2.481081081","1.31","16.92307692","7","55.38461538","-8","27.69230769","0","33","9","9","15","17","X","X","10","0","20.13422819","X","13.692579505299999","30.653710247300001","17.579505300400001","21.201413427599999","2.4734982332","2.6501766783999998","4.1519434629000003","*","5.1236749117000002","2.4734982332"
"2009","Cheiry","412","18.05157593","63.87596899","10.19417476","22.33009709","62.37864078","15.29126214","2.5","0","15","10","157","2.592356688","6.45","6.944444444","12","65.58641975","-15","27.16049383","0.308641975","77","43","8","26","29","15","X","12","1.621621622","7.915567282","X","16.216216216199999","20.329024676900001","15.6286721504","37.0152761457","0.11750881320000001","2.9377203289999998","1.4101057579","*","3.4077555817","2.9377203289999998"
"2011","Cugy (FR)","1729","22.01834862","175","17.23539618","24.29149798","60.49739734","15.21110468","3.509798187","2.924831822","9.944428195","2.924831822","685","2.512408759","9.91","10.3343465","31","70.11144883","-32","19.45288754","0.101317123","378","101","144","133","97","23","22","52","0.648508431","9.185548071","1.6568047340000001","19.495054659000001","27.225403435699999","18.1936491411","26.210307131699999","0.78084331080000002","1.5096304008000001","0.83289953149999996","*","5.2316501822000001","0.52056220720000002"
"2016","Fétigny","1044","25.02994012","254.6341463","15.90038314","27.01149425","59.00383142","13.98467433","0.989119684","0.989119684","5.934718101","3.956478734","405","2.57037037","4.07","12.28501229","10","76.9041769","-12","9.582309582","1.228501229","316","22","14","280","41","7","5","29","4.646017699","34.3035343","0.92024539900000002","13.4424603175","22.222222222199999","16.319444444399998","38.392857142899999","9.9206349200000002E-2","1.2400793650999999","3.5714285713999998","*","4.7123015872999998","0"
"2022","Gletterens","1051","33.20659062","407.3643411","13.89153187","23.40627973","61.17982873","15.41389153","3.838771593","4.798464491","9.596928983","12.47600768","419","2.508353222","2.59","20.13651877","15","51.53583618","-15","16.04095563","12.28668942","235","16","59","160","59","6","11","42","0","15.93625498","X","11.434302908699999","17.402206619899999","22.016048144399999","37.963891674999999","2.1063189569","2.1564694082","1.9057171515","*","3.7612838516","1.2537612839000001"
"2025","Lully (FR)","1161","21.69811321","211.0909091","17.57105943","27.90697674","59.86218777","12.23083549","0.860585198","2.581755594","12.04819277","2.581755594","426","2.713615023","5.42","12.59124088","34","66.78832117","-28","20.4379562","0.182481752","319","39","27","253","71","14","5","52","3.982300885","5.338078292","2.6655202060000001","8.8680016347000006","30.8541070699","20.719248058800002","29.219452390699999","1.5120555783","2.4111156517999999","1.9615856149999999","*","2.4519820187999999","2.0024519820000002"
