Ortschaftsname;PLZ;Gemeindename;Kantonskürzel
Stampa;7605;Bregaglia;GR
Stans;6370;Stans;NW
Stansstad;6362;Stansstad;NW
Starrkirch-Wil;4656;Starrkirch-Wil;SO
Staufen;5603;Staufen;AG
Ste-Croix;1450;Sainte-Croix;VD
Stechelberg;3824;Lauterbrunnen;BE
Steckborn;8266;Steckborn;TG
Steffisburg;3613;Steffisburg;BE
Steffisburg;3612;Steffisburg;BE
Steg VS;3940;Steg-Hohtenn;VS
Steg im Tösstal;8496;Fischenthal;ZH
Stehrenberg;9503;Bussnang;TG
Stein AG;4332;Stein (AG);AG
Stein AR;9063;Stein (AR);AR
Stein SG;9655;Nesslau;SG
Stein am Rhein;8260;Stein am Rhein;SH
Steinach;9323;Steinach;SG
Steinebrunn;9314;Egnach;TG
Steinen;6422;Steinen;SZ
Steinerberg;6416;Steinerberg;SZ
Steinhaus;3995;Ernen;VS
Steinhaus;3995;Ernen;VS
Steinhausen;6312;Steinhausen;ZG
Steinhof SO;4556;Aeschi (SO);SO
Steinhuserberg;6114;Wolhusen;LU
Steinmaur;8162;Steinmaur;ZH
Stels;7226;Schiers;GR
Stels;7226;Schiers;GR
Sternenberg;8499;Bauma;ZH
Stetten AG;5608;Stetten (AG);AG
Stetten SH;8234;Stetten (SH);SH
Stettfurt;9507;Stettfurt;TG
Stettlen;3066;Bolligen;BE
Stierva;7459;Albula/Alvra;GR
Stilli;5233;Villigen;AG
Stoos SZ;6433;Morschach;SZ
Strada;7558;Valsot;GR
Strengelbach;4802;Strengelbach;AG
Studen BE;2557;Studen (BE);BE
Studen SZ;8845;Unteriberg;SZ
Stugl/Stuls;7482;Bergün/Bravuogn;GR
Stäfa;8712;Stäfa;ZH
Stüsslingen;4655;Stüsslingen;SO
Suberg;3262;Grossaffoltern;BE
Subingen;4553;Subingen;SO
Suchy;1433;Suchy;VD
Suen (St-Martin);1969;Saint-Martin (VS);VS
Sufers;7434;Sufers;GR
Sugiez;1786;Bas-Vully;FR
Sugnens;1043;Montilliez;VD
Suhr;5034;Suhr;AG
Sulgen;8583;Sulgen;TG
Sullens;1036;Sullens;VD
Sulz AG;5085;Laufenburg;AG
Sulz LU;6284;Hitzkirch;LU
Sulzbach;8614;Uster;ZH
Sumiswald;3454;Sumiswald;BE
Summaprada;7421;Cazis;GR
Sumvitg;7175;Sumvitg;GR
Sundlauenen;3800;Beatenberg;BE
Sur;7456;Sur;GR
Surava;7472;Albula/Alvra;GR
Surcasti;7115;Lumnezia;GR
Surcuolm;7138;Mundaun;GR
Surin;7148;Lumnezia;GR
Surpierre;1528;Surpierre;FR
Surrein;7173;Sumvitg;GR
Sursee;6210;Sursee;LU
Susch;7542;Zernez;GR
Suscévaz;1437;Suscévaz;VD
Susten;3952;Leuk;VS
Sutz;2572;Sutz-Lattrigen;BE
Syens;1510;Syens;VD
Sâles (Gruyère);1625;Sâles;FR
Säriswil;3049;Wohlen bei Bern;BE
Sédeilles;1554;Villarzel;VD
Sévaz;1541;Sévaz;FR
Sévery;1141;Sévery;VD
Sörenberg;6174;Flühli;LU
Süderen;3618;Röthenbach im Emmental;BE
Sünikon;8162;Steinmaur;ZH
Tafers;1712;Tafers;FR
Tagelswangen;8317;Lindau;ZH
Tamins;7015;Tamins;GR
Tann;8632;Dürnten;ZH
Tannay;1295;Tannay;VD
Tarasp;7553;Scuol;GR
Tartar;7422;Cazis;GR
Tartegnin;1180;Tartegnin;VD
Tatroz;1617;Attalens;FR
Tavanasa;7162;Breil/Brigels;GR
Tavannes;2710;Tavannes;BE
Taverne;6807;Torricella-Taverne;TI
Tecknau;4492;Tecknau;BL
Tegerfelden;5306;Tegerfelden;AG
Tegna;6652;Terre di Pedemonte;TI
Tenero;6598;Tenero-Contra;TI
Tenna;7106;Safiental;GR
Tenniken;4456;Tenniken;BL
Tennwil;5617;Meisterschwanden;AG
Tentlingen;1734;Tentlingen;FR
Termen;3912;Termen;VS
Termine;6998;Monteggio;TI
Territet;1820;Montreux;VD
Tersnaus;7116;Lumnezia;GR
Tesserete;6950;Capriasca;TI
Teufen AR;9053;Teufen (AR);AR
Teufen ZH;8428;Freienstein-Teufen;ZH
Teufenthal AG;5723;Teufenthal (AG);AG
Teuffenthal b. Thun;3623;Teuffenthal (BE);BE
Thal;9425;Thal;SG
Thalheim AG;5112;Thalheim (AG);AG
Thalheim an der Thur;8478;Thalheim an der Thur;ZH
Thalkirch;7109;Safiental;GR
Thalwil;8800;Thalwil;ZH
Thayngen;8240;Thayngen;SH
Theilingen;8484;Weisslingen;ZH
Therwil;4106;Therwil;BL
Thielle;2075;La Tène;NE
Thierachern;3634;Thierachern;BE
Thierrens;1410;Montanaire;VD
Thun;3600;Thun;BE
Thun;3604;Thun;BE
Thun;3608;Thun;BE
Thun;3603;Thun;BE
Thundorf;8512;Thundorf;TG
Thunersee;9999;Thunersee;BE
Thunstetten;4922;Thunstetten;BE
Thusis;7430;Thusis;GR
Thyon;1988;Vex;VS
Thônex;1226;Thônex;GE
Thônex;1226;Thônex;GE
Thörigen;3367;Thörigen;BE
Thörishaus;3174;Köniz;BE
Thürnen;4441;Thürnen;BL
Tiefencastel;7450;Albula/Alvra;GR
Tinizong;7453;Tinizong-Rona;GR
Titterten;4425;Titterten;BL
Tobel;9555;Tobel-Tägerschen;TG
Toffen;3125;Toffen;BE
Tolochenaz;1131;Tolochenaz;VD
Torgon;1899;Vionnaz;VS
Torny-le-Grand;1748;Torny;FR
Torre;6717;Blenio;TI
Torricella;6808;Torricella-Taverne;TI
Trachselwald;3456;Trachselwald;BE
Trachslau;8840;Einsiedeln;SZ
Tramelan;2720;Tramelan;BE
Trans;7407;Domleschg;GR
Trasadingen;8219;Trasadingen;SH
Travers;2105;Val-de-Travers;NE
Treiten;3226;Treiten;BE
Tremona;6865;Mendrisio;TI
Trey;1552;Trey;VD
Treycovagnes;1436;Treycovagnes;VD
Treyfayes;1626;Sâles;FR
Treytorrens (Payerne);1538;Treytorrens (Payerne);VD
Treyvaux;1733;Treyvaux;FR
Triboltingen;8273;Ermatingen;TG
Triengen;6234;Triengen;LU
Trient;1929;Trient;VS
Triesen;9495;Triesen;LI
Triesenberg;9497;Triesenberg;LI
Trimbach;4632;Trimbach;SO
Trimmis;7203;Trimmis;GR
Trimstein;3083;Münsingen;BE
Trin;7014;Trin;GR
Trin Mulin;7016;Trin;GR
Trogen;9043;Trogen;AR
Trogne (St-Martin);1969;Saint-Martin (VS);VS
Troinex;1256;Troinex;GE
Troistorrents;1872;Troistorrents;VS
Trub;3556;Trub;BE
Trubschachen;3555;Trubschachen;BE
Trun;7166;Trun;GR
Truttikon;8467;Truttikon;ZH
Trélex;1270;Trélex;VD
Trübbach;9477;Wartau;SG
Trüllikon;8466;Trüllikon;ZH
Tschappina;7428;Tschappina;GR
Tscheppach;4576;Buchegg;SO
Tscherlach;8881;Walenstadt;SG
Tschiertschen;7064;Tschiertschen-Praden;GR
Tschierv;7532;Val Müstair;GR
Tschingel ob Gunten;3656;Sigriswil;BE
Tschlin;7559;Valsot;GR
Tschugg;3233;Tschugg;BE
Tuggen;8856;Tuggen;SZ
Tumegl/Tomils;7418;Domleschg;GR
Turbach;3781;Saanen;BE
Turbenthal;8488;Turbenthal;ZH
Turgi;5300;Turgi;AG
Turin (Salins);1991;Sion;VS
Turtmann;3946;Turtmann-Unterems;VS
Tuttwil;9546;Wängi;TG
Twann;2513;Twann-Tüscherz;BE
Tägerig;5522;Tägerig;AG
Tägerschen;9554;Tobel-Tägerschen;TG
Tägertschi;3111;Tägertschi;BE
Tägerwilen;8274;Tägerwilen;TG
Täsch;3929;Täsch;VS
Täuffelen;2575;Täuffelen;BE
Törbel;3923;Törbel;VS
Tübach;9327;Tübach;SG
Tüscherz-Alfermée;2512;Twann-Tüscherz;BE
Udligenswil;6044;Udligenswil;LU
Ueberstorf;3182;Ueberstorf;FR
Uebeschi;3635;Uebeschi;BE
Ueken;5028;Ueken;AG
Uerikon;8713;Stäfa;ZH
Uerkheim;4813;Uerkheim;AG
Uerschhausen;8537;Hüttwilen;TG
Uerzlikon;8926;Kappel am Albis;ZH
Uesslingen;8524;Uesslingen-Buch;TG
Uetendorf;3661;Uetendorf;BE
Uetikon am See;8707;Uetikon am See;ZH
Uetliberg;8143;Stallikon;ZH
Uetliburg SG;8738;Gommiswald;SG
Uettligen;3043;Wohlen bei Bern;BE
Uezwil;5619;Uezwil;AG
Uffikon;6253;Dagmersellen;LU
Ufhusen;6153;Ufhusen;LU
Uhwiesen;8248;Laufen-Uhwiesen;ZH
Uitikon Waldegg;8142;Uitikon;ZH
Ulisbach;9631;Wattwil;SG
Ulmiz;3214;Ulmiz;FR
Ulrichen;3988;Obergoms;VS
Umiken;5222;Brugg;AG
Undervelier;2863;Haute-Sorne;JU
Unterbach BE;3857;Meiringen;BE
Unterbäch VS;3944;Unterbäch;VS
Untereggen;9033;Untereggen;SG
Unterems;3948;Turtmann-Unterems;VS
Unterendingen;5305;Endingen;AG
Unterengstringen;8103;Unterengstringen;ZH
Unterentfelden;5035;Unterentfelden;AG
Unteriberg;8842;Unteriberg;SZ
Unterkulm;5726;Unterkulm;AG
Unterlangenegg;3614;Unterlangenegg;BE
Unterlunkhofen;8918;Unterlunkhofen;AG
Unterramsern;4588;Unterramsern;SO
Unterrindal;9604;Lütisburg;SG
Unterschächen;6465;Unterschächen;UR
Unterseen;3800;Unterseen;BE
Untersiggenthal;5417;Untersiggenthal;AG
Unterstammheim;8476;Unterstammheim;ZH
Untersteckholz;4916;Langenthal;BE
Unterterzen;8882;Quarten;SG
Untervaz;7204;Untervaz;GR
Untervaz Bahnhof;7201;Trimmis;GR
Unterwasser;9657;Wildhaus-Alt St. Johann;SG
Unterägeri;6314;Unterägeri;ZG
Uors (Lumnezia);7114;Lumnezia;GR
Urdorf;8902;Urdorf;ZH
Urmein;7427;Urmein;GR
Urnerboden;8751;Spiringen;UR
Urnäsch;9107;Urnäsch;AR
Ursenbach;4937;Ursenbach;BE
Ursins;1412;Ursins;VD
Urswil;6280;Hochdorf;LU
Ursy;1670;Ursy;FR
Urtenen-Schönbühl;3322;Urtenen-Schönbühl;BE
Uster;8610;Uster;ZH
Uttigen;3628;Uttigen;BE
Uttwil;8592;Uttwil;TG
Utzenstorf;3427;Utzenstorf;BE
Utzigen;3068;Vechigen;BE
Uvrier;1958;Sion;VS
Uznach;8730;Uznach;SG
Uzwil;9240;Uzwil;SG
Vacallo;6833;Vacallo;TI
Vadura;7314;Pfäfers;SG
Vaduz;9490;Vaduz;LI
Vaglio;6947;Capriasca;TI
Vaglio;6947;Capriasca;TI
Vairano;6575;Gambarogno;TI
Val-d'Illiez;1873;Val-d'Illiez;VS
Valangin;2042;Valangin;NE
Valbella;7077;Vaz/Obervaz;GR
Valchava;7535;Val Müstair;GR
Valendas;7122;Safiental;GR
Valens;7317;Pfäfers;SG
Valeyres-sous-Montagny;1441;Valeyres-sous-Montagny;VD
Valeyres-sous-Rances;1358;Valeyres-sous-Rances;VD
Valeyres-sous-Ursins;1412;Valeyres-sous-Ursins;VD
Vallamand;1586;Vully-les-Lacs;VD
Vallon;1565;Vallon;FR
Vallorbe;1337;Vallorbe;VD
Vals;7132;Vals;GR
Valzeina;7213;Grüsch;GR
Vandoeuvres;1253;Vandoeuvres;GE
Varen;3953;Varen;VS
Varenzo;6777;Quinto;TI
Vasön;7317;Pfäfers;SG
Vattiz;7146;Lumnezia;GR
Vauderens;1675;Ursy;FR
Vauffelin;2537;Sauge;BE
Vaugondry;1423;Tévenon;VD
Vaulion;1325;Vaulion;VD
Vaulruz;1627;Vaulruz;FR
Vaumarcus;2028;Vaumarcus;NE
Vaux-sur-Morges;1126;Vaux-sur-Morges;VD
Vaz/Obervaz;7082;Vaz/Obervaz;GR
Vella;7144;Lumnezia;GR
Vellerat;2830;Vellerat;JU
Veltheim AG;5106;Veltheim (AG);AG
Vendlincourt;2943;Vendlincourt;JU
Vens (Sembrancher);1933;Vollèges;VS
Venthône;3973;Venthône;VS
Verbier;1936;Bagnes;VS
Vercorin;3967;Chalais;VS
Verdabbio;6538;Verdabbio;GR
Verdabbio;6538;Verdabbio;GR
Verdasio;6655;Centovalli;TI
Vergeletto;6664;Vergeletto;TI
Vermes;2829;Val Terbi;JU
Vernamiège;1961;Mont-Noble;VS
Vernate;6992;Vernate;TI
Vernayaz;1904;Vernayaz;VS
Vernier;1214;Vernier;GE
Vers-chez-Perrin;1551;Payerne;VD
Vers-l'Eglise;1864;Ormont-Dessus;VD
Versam;7104;Safiental;GR
Versam;7104;Safiental;GR
Verscio;6653;Terre di Pedemonte;TI
Versegères;1947;Bagnes;VS
Versoix;1290;Versoix;GE
Vesin;1483;Cugy (FR);FR
Vessy;1234;Veyrier;GE
Vevey;1800;Vevey;VD
Vex;1981;Vex;VS
Veyras;3968;Veyras;VS
Veyrier;1255;Veyrier;GE
Veysonnaz;1993;Veysonnaz;VS
Veytaux;1820;Veytaux;VD
Vezia;6943;Vezia;TI
Vezio;6938;Alto Malcantone;TI
Viano;7747;Brusio;GR
Vich;1267;Vich;VD
Vichères (Liddes);1945;Liddes;VS
Vico Morcote;6921;Vico Morcote;TI
Vicosoprano;7603;Bregaglia;GR
Vicques;2824;Val Terbi;JU
Vielbringen b. Worb;3075;Worb;BE
Viganello;6962;Lugano;TI
Vignogn;7147;Lumnezia;GR
Vilars NE;2063;Val-de-Ruz;NE
Villa (Ayent);1966;Ayent;VS
Villa (Evolène);1985;Evolène;VS
Villa Bedretto;6781;Bedretto;TI
Villa Luganese;6966;Lugano;TI
Villaraboud;1679;Siviriez;FR
Villarbeney;1652;Botterens;FR
Villard-sur-Chamby;1832;Montreux;VD
Villarepos;1583;Villarepos;FR
Villargiroud;1694;Villorsonnens;FR
Villariaz;1685;Vuisternens-devant-Romont;FR
Villarimboud;1691;La Folliaz;FR
Villarlod;1695;Le Glèbe;FR
Villars-Bozon;1148;L'Isle;VD
Villars-Bramard;1682;Valbroye;VD
Villars-Burquin;1423;Tévenon;VD
Villars-Epeney;1404;Villars-Epeney;VD
Villars-Mendraz;1061;Jorat-Menthue;VD
Villars-Ste-Croix;1029;Villars-Sainte-Croix;VD
Villars-Tiercelin;1058;Jorat-Menthue;VD
Villars-le-Comte;1515;Villars-le-Comte;VD
Villars-le-Grand;1584;Vully-les-Lacs;VD
Villars-le-Terroir;1040;Villars-le-Terroir;VD
Villars-sous-Champvent;1443;Champvent;VD
Villars-sous-Mont;1666;Bas-Intyamon;FR
Villars-sous-Yens;1168;Villars-sous-Yens;VD
Villars-sur-Fontenais;2903;Fontenais;JU
Villars-sur-Glâne;1752;Villars-sur-Glâne;FR
Villars-sur-Ollon;1884;Ollon;VD
Villarsel-le-Gibloux;1695;Le Glèbe;FR
Villarsel-sur-Marly;1723;Villarsel-sur-Marly;FR
Villarsiviriaux;1694;Villorsonnens;FR
Villarvolard;1651;Corbières;FR
Villarzel;1555;Villarzel;VD
Villaz-St-Pierre;1690;Villaz-Saint-Pierre;FR
Villeneuve FR;1527;Villeneuve (FR);FR
Villeneuve VD;1844;Villeneuve (VD);VD
Villeret;2613;Villeret;BE
Villette (Lavaux);1096;Bourg-en-Lavaux;VD
Villiers;2057;Val-de-Ruz;NE
Villigen;5234;Villigen;AG
Villmergen;5612;Villmergen;AG
Villnachern;5213;Villnachern;AG
Vilters;7324;Vilters-Wangs;SG
Vinelz;3234;Vinelz;BE
Vinzel;1184;Vinzel;VD
Vionnaz;1895;Vionnaz;VS
Vira (Gambarogno);6574;Gambarogno;TI
Visp;3930;Visp;VS
Visperterminen;3932;Visperterminen;VS
Vissoie;3961;Anniviers;VS
Vitznau;6354;Vitznau;LU
Vnà;7557;Valsot;GR
Vogelsang AG;5412;Gebenstorf;AG
Vogorno;6632;Vogorno;TI
Volken;8459;Volken;ZH
Volketswil;8604;Volketswil;ZH
Vollèges;1941;Vollèges;VS
Vordemwald;4803;Vordemwald;AG
Vorderthal;8857;Vorderthal;SZ
Vouvry;1896;Vouvry;VS
Vrin;7149;Lumnezia;GR
Vuadens;1628;Vuadens;FR
Vuarmarens;1674;Ursy;FR
Vuarrens;1418;Vuarrens;VD
Vucherens;1509;Vucherens;VD
Vufflens-la-Ville;1302;Vufflens-la-Ville;VD
Vufflens-le-Château;1134;Vufflens-le-Château;VD
Vugelles-La Mothe;1431;Vugelles-La Mothe;VD
Vuibroye;1610;Oron;VD
Vuippens;1633;Marsens;FR
Vuissens;1486;Vuissens;FR
Vuisternens-devant-Romont;1687;Vuisternens-devant-Romont;FR
Vuisternens-en-Ogoz;1696;Vuisternens-en-Ogoz;FR
Vuiteboeuf;1445;Vuiteboeuf;VD
Vulliens;1085;Vulliens;VD
Vullierens;1115;Vullierens;VD
Vulpera;7552;Scuol;GR
Vättis;7315;Pfäfers;SG
Vérossaz;1891;Vérossaz;VS
Vésenaz;1222;Collonge-Bellerive;GE
Vétroz;1963;Vétroz;VS
Wabern;3084;Köniz;BE
Wagen;8646;Rapperswil-Jona;SG
Wagenhausen;8259;Wagenhausen;TG
Wagerswil;8564;Wigoltingen;TG
Wahlen b. Laufen;4246;Wahlen;BL
Wahlendorf;3046;Meikirch;BE
Walchwil;6318;Walchwil;ZG
Wald AR;9044;Wald (AR);AR
Wald ZH;8636;Wald (ZH);ZH
Walde AG;5046;Schmiedrued;AG
Walde SG;8727;Eschenbach (SG);SG
Waldenburg;4437;Waldenburg;BL
Waldhäusern AG;5624;Bünzen;AG
Waldkirch;9205;Waldkirch;SG
Waldstatt;9104;Waldstatt;AR
Walenstadt;8880;Walenstadt;SG
Walenstadtberg;8881;Walenstadt;SG
Walkringen;3512;Walkringen;BE
Wallbach;4323;Wallbach;AG
Wallenbuch;3206;Gurmels;FR
Wallenried;1784;Wallenried;FR
Wallenwil;8360;Eschlikon;TG
Wallisellen;8304;Wallisellen;ZH
Walliswil b. Niederbipp;3380;Walliswil bei Niederbipp;BE
Walliswil b. Wangen;3377;Walliswil bei Wangen;BE
Walperswil;3272;Walperswil;BE
Waltalingen;8468;Waltalingen;ZH
Waltensburg/Vuorz;7158;Waltensburg/Vuorz;GR
Waltenschwil;5622;Waltenschwil;AG
Walterswil BE;4942;Walterswil (BE);BE
Walterswil SO;5746;Walterswil (SO);SO
Walzenhausen;9428;Walzenhausen;AR
Wangen SZ;8855;Wangen (SZ);SZ
Wangen an der Aare;3380;Wangen an der Aare;BE
Wangen b. Dübendorf;8602;Wangen-Brüttisellen;ZH
Wangen b. Olten;4612;Wangen bei Olten;SO
Wangenried;3374;Wangenried;BE
Wangs;7323;Vilters-Wangs;SG
Wanzwil;3372;Heimenhausen;BE
Warth;8532;Warth-Weiningen;TG
Wasen im Emmental;3457;Sumiswald;BE
Wassen UR;6484;Wassen;UR
Wasserauen;9057;Schwende;AI
Wasterkingen;8195;Wasterkingen;ZH
Watt;8105;Regensdorf;ZH
Wattenwil;3665;Wattenwil;BE
Wattwil;9630;Wattwil;SG
Wauwil;6242;Wauwil;LU
Wavre;2075;La Tène;NE
Weesen;8872;Weesen;SG
Wegenstetten;4317;Wegenstetten;AG
Weggis;6353;Weggis;LU
Weiach;8187;Weiach;ZH
Weier im Emmental;3462;Affoltern im Emmental;BE
Weinfelden;8570;Weinfelden;TG
Weingarten-Kalthäusern;9508;Lommis;TG
Weiningen TG;8532;Warth-Weiningen;TG
Weiningen ZH;8104;Weiningen (ZH);ZH
Weissbad;9057;Schwende;AI
Weissenburg;3764;Därstetten;BE
Weissenstein b. Solothurn;4515;Oberdorf (SO);SO
Weisslingen;8484;Weisslingen;ZH
Weisstannen;7326;Mels;SG
Weite;9476;Wartau;SG
Welschenrohr;4716;Welschenrohr;SO
Wengen;3823;Lauterbrunnen;BE
Wengi b. Büren;3251;Wengi;BE
Wengi b. Frutigen;3714;Reichenbach im Kandertal;BE
Wenslingen;4493;Wenslingen;BL
Werdenberg;9470;Grabs;SG
Wergenstein;7433;Casti-Wergenstein;GR
Wermatswil;8615;Uster;ZH
Wernetshausen;8342;Hinwil;ZH
Werthenstein;6106;Werthenstein;LU
Wettingen;5430;Wettingen;AG
Wettswil;8907;Wettswil am Albis;ZH
Wetzikon TG;8512;Thundorf;TG
Wetzikon ZH;8620;Wetzikon (ZH);ZH
Wetzikon ZH;8623;Wetzikon (ZH);ZH
Wichtrach;3114;Wichtrach;BE
Widen;8967;Widen;AG
Widnau;9443;Widnau;SG
Wiedlisbach;4537;Wiedlisbach;BE
Wienacht-Tobel;9405;Lutzenberg;AR
Wiesenberg;6383;Dallenwil;NW
Wiesendangen;8542;Wiesendangen;ZH
Wiezikon b. Sirnach;8372;Sirnach;TG
Wiggen;6192;Escholzmatt-Marbach;LU
Wiggiswil;3053;Wiggiswil;BE
Wigoltingen;8556;Wigoltingen;TG
Wikon;4806;Wikon;LU
Wil AG;5276;Mettauertal;AG
Wil SG;9500;Kirchberg (SG);SG
Wil SG;9500;Wil (SG);SG
Wil ZH;8196;Wil (ZH);ZH
Wila;8492;Wila;ZH
Wilchingen;8217;Wilchingen;SH
Wildberg;8489;Wildberg;ZH
Wildegg;5103;Möriken-Wildegg;AG
Wildensbuch;8465;Trüllikon;ZH
Wilderswil;3812;Wilderswil;BE
Wildhaus;9658;Wildhaus-Alt St. Johann;SG
Wilen (Gottshaus);9225;Hauptwil-Gottshaus;TG
Wilen (Sarnen);6062;Sarnen;OW
Wilen b. Neunforn;8525;Neunforn;TG
Wilen b. Wil;9535;Wilen (TG);TG
Wilen b. Wollerau;8832;Freienbach;SZ
Wiler (Lötschen);3918;Wiler (Lötschen);VS
Wiler b. Seedorf;3266;Seedorf (BE);BE
Wiler b. Utzenstorf;3428;Wiler bei Utzenstorf;BE
Wileroltigen;3207;Wileroltigen;BE
Wiliberg;5058;Wiliberg;AG
Wilihof;6236;Triengen;LU
Willadingen;3425;Willadingen;BE
Willerzell;8846;Einsiedeln;SZ
Willisau;6130;Willisau;LU
Willisdorf;8253;Diessenhofen;TG
Wimmis;3752;Wimmis;BE
Winden;9315;Egnach;TG
Windisch;5210;Windisch;AG
Windlach;8175;Stadel;ZH
Winikon;6235;Triengen;LU
Winistorf;4558;Drei Höfe;SO
Winkel;8185;Winkel;ZH
Winterberg ZH;8312;Lindau;ZH
Wintersingen;4451;Wintersingen;BL
Winterthur;8409;Winterthur;ZH
Winterthur;8405;Winterthur;ZH
Winterthur;8400;Winterthur;ZH
Winterthur;8408;Winterthur;ZH
Winterthur;8404;Winterthur;ZH
Winterthur;8406;Winterthur;ZH
Winznau;4652;Winznau;SO
Wirzweli;6383;Dallenwil;NW
Wisen SO;4634;Wisen (SO);SO
Wislikofen;5463;Wislikofen;AG
Wittenbach;9300;Wittenbach;SG
Wittenwil;9547;Aadorf;TG
Witterswil;4108;Witterswil;SO
Wittinsburg;4443;Wittinsburg;BL
Wittnau;5064;Wittnau;AG
Wittwil;5053;Staffelbach;AG
Wohlen AG;5610;Wohlen (AG);AG
Wohlen b. Bern;3033;Wohlen bei Bern;BE
Wohlenschwil;5512;Wohlenschwil;AG
Wolfenschiessen;6386;Wolfenschiessen;NW
Wolfertswil;9116;Degersheim;SG
Wolfhalden;9427;Wolfhalden;AR
Wolfhausen;8633;Bubikon;ZH
Wolfisberg;4704;Wolfisberg;BE
Wolfwil;4628;Wolfwil;SO
Wolhusen;6110;Wolhusen;LU
Wollerau;8832;Freienbach;SZ
Wollerau;8832;Wollerau;SZ
Worb;3076;Worb;BE
Worben;3252;Worben;BE
Worblaufen;3048;Ittigen;BE
Wuppenau;9514;Wuppenau;TG
Wynau;4923;Wynau;BE
Wynigen;3472;Wynigen;BE
Wyssachen;4954;Wyssachen;BE
Wädenswil;8820;Wädenswil;ZH
Wäldi;8564;Wäldi;TG
Wängi;9545;Wängi;TG
Wölflinswil;5063;Wölflinswil;AG
Wöschnau;5012;Eppenberg-Wöschnau;SO
Wünnewil;3184;Wünnewil-Flamatt;FR
Würenlingen;5303;Würenlingen;AG
Würenlos;5436;Würenlos;AG
Yens;1169;Yens;VD
Yverdon-les-Bains;1400;Yverdon-les-Bains;VD
Yvonand;1462;Yvonand;VD
Yvorne;1853;Yvorne;VD
Zauggenried;3309;Fraubrunnen;BE
Zeglingen;4495;Zeglingen;BL
Zeihen;5079;Zeihen;AG
Zeiningen;4314;Zeiningen;AG
Zell LU;6144;Zell (LU);LU
Zell ZH;8487;Zell (ZH);ZH
Zeneggen;3934;Zeneggen;VS
Zermatt;3920;Zermatt;VS
Zernez;7530;Zernez;GR
Zetzwil;5732;Zetzwil;AG
Zezikon;9556;Affeltrangen;TG
Ziefen;4417;Ziefen;BL
Ziegelbrücke;8866;Glarus Nord;GL
Zielebach;4564;Zielebach;BE
Zignau;7167;Trun;GR
Zihlschlacht;8588;Zihlschlacht-Sitterdorf;TG
Zillis;7432;Zillis-Reischen;GR
Zimmerwald;3086;Wald (BE);BE
Zinal;3961;Anniviers;VS
Zizers;7205;Zizers;GR
Zofingen;4800;Zofingen;AG
Zollbrück;3436;Rüderswil;BE
Zollikerberg;8125;Zollikon;ZH
Zollikofen;3052;Zollikofen;BE
Zollikon;8702;Zollikon;ZH
Zuben;8585;Langrickenbach;TG
Zuchwil;4528;Zuchwil;SO
Zuckenriet;9526;Niederhelfenschwil;SG
Zufikon;5621;Zufikon;AG
Zug;6300;Zug;ZG
Zugerberg;6300;Zug;ZG
Zullwil;4234;Zullwil;SO
Zumholz;1719;Zumholz;FR
Zumikon;8126;Zumikon;ZH
Zunzgen;4455;Zunzgen;BL
Zuoz;7524;Zuoz;GR
Zuoz;7524;Zuoz;GR
Zuzgen;4315;Zuzgen;AG
Zuzwil BE;3303;Zuzwil (BE);BE
Zuzwil SG;9524;Zuzwil (SG);SG
Zweidlen;8192;Glattfelden;ZH
Zweilütschinen;3815;Gündlischwand;BE
Zweisimmen;3770;Zweisimmen;BE
Zwieselberg;3645;Zwieselberg;BE
Zwillikon;8909;Affoltern am Albis;ZH
Zwingen;4222;Zwingen;BL
Zwischenflüh;3756;Diemtigen;BE
Zäziwil;3532;Zäziwil;BE
Zénauva;1724;Le Mouret;FR
Züberwangen;9523;Zuzwil (SG);SG
Zürich;8057;Zürich;ZH
Zürich;8038;Zürich;ZH
Zürich;8052;Zürich;ZH
Zürich;8037;Zürich;ZH
Zürich;8008;Zürich;ZH
Zürich;8004;Zürich;ZH
Zürich;8055;Zürich;ZH
Zürich;8002;Zürich;ZH
Zürich;8050;Zürich;ZH
Zürich;8005;Zürich;ZH
Zürich;8048;Zürich;ZH
Zürich;8053;Zürich;ZH
Zürich;8049;Zürich;ZH
Zürich;8003;Zürich;ZH
Zürich;8045;Zürich;ZH
Zürich;8006;Zürich;ZH
Zürich;8046;Zürich;ZH
Zürich;8064;Zürich;ZH
Zürich;8001;Zürich;ZH
Zürich;8051;Zürich;ZH
Zürich;8032;Zürich;ZH
Zürich;8044;Zürich;ZH
Zürich;8047;Zürich;ZH
Zürich;8041;Zürich;ZH
